Timestamp,temperature,humidity,pressure,voc,pir
2026-03-16 20:50:02,31.31,77.87,101093,28.52,0
2026-03-16 20:50:12,31.31,77.93,101093,28.35,0
2026-03-16 20:50:22,31.31,77.91,101094,28.43,0
2026-03-16 20:50:33,31.31,77.90,101094,28.45,0
2026-03-16 20:50:43,31.31,77.94,101094,28.37,0
2026-03-16 20:50:53,31.31,77.94,101094,28.24,0
2026-03-16 20:51:03,31.31,77.92,101094,28.43,0
2026-03-16 20:51:14,31.31,77.93,101095,28.33,0
2026-03-16 20:51:24,31.31,77.92,101095,28.37,0
2026-03-16 20:51:34,31.31,77.91,101094,28.26,0
2026-03-16 20:51:44,31.31,77.89,101095,28.33,0
2026-03-16 20:51:54,31.32,77.86,101095,28.24,0
2026-03-16 20:52:05,31.32,77.86,101096,28.31,0
2026-03-16 20:52:15,31.33,77.86,101097,28.33,0
2026-03-16 20:52:25,31.32,77.89,101097,28.26,0
2026-03-16 20:52:35,31.32,77.92,101096,28.24,0
2026-03-16 20:52:46,31.33,77.89,101097,28.07,0
2026-03-16 20:52:56,31.33,77.85,101097,28.14,0
2026-03-16 20:53:06,31.33,77.88,101097,28.11,1
2026-03-16 20:53:16,31.32,77.91,101097,28.13,1
2026-03-16 20:53:27,31.32,77.91,101097,28.11,1
2026-03-16 20:53:37,31.32,77.93,101096,28.14,1
2026-03-16 20:53:47,31.32,77.90,101096,28.18,1
2026-03-16 20:53:57,31.32,77.91,101097,28.18,1
2026-03-16 20:54:07,31.32,77.93,101097,28.00,1
2026-03-16 20:54:18,31.32,77.91,101096,28.00,1
2026-03-16 20:54:28,31.32,77.92,101096,28.05,1
2026-03-16 20:54:38,31.31,77.93,101096,28.01,0
2026-03-16 20:54:48,31.31,77.97,101096,28.03,0
2026-03-16 20:54:59,31.31,77.95,101097,28.11,0
2026-03-16 20:55:09,31.31,77.97,101097,28.00,0
2026-03-16 20:55:19,31.31,77.91,101097,27.92,0
2026-03-16 20:55:29,31.31,77.93,101097,28.13,0
2026-03-16 20:55:40,31.30,77.95,101098,28.07,0
2026-03-16 20:55:50,31.30,77.96,101097,27.96,0
2026-03-16 20:56:00,31.30,77.99,101097,28.07,0
2026-03-16 20:56:10,31.30,77.98,101096,27.92,0
2026-03-16 20:56:20,31.30,77.95,101096,27.98,0
2026-03-16 20:56:31,31.30,77.94,101096,27.89,0
2026-03-16 20:56:41,31.30,77.97,101096,27.89,1
2026-03-16 20:56:51,31.30,77.94,101095,27.94,1
2026-03-16 20:57:01,31.31,77.95,101095,27.94,1
2026-03-16 20:57:12,31.31,77.88,101095,27.87,1
