Timestamp,temperature,humidity,pressure,voc,pir
2026-03-17 10:52:08,31.30,79.69,101075,25.12,0
2026-03-17 10:52:18,31.29,79.72,101074,25.17,0
2026-03-17 10:52:28,31.30,79.67,101073,25.20,0
2026-03-17 10:52:39,31.30,79.65,101073,25.18,0
2026-03-17 10:52:49,31.29,79.67,101072,25.18,0
2026-03-17 10:52:59,31.29,79.65,101071,25.15,0
2026-03-17 10:53:09,31.29,79.64,101071,25.27,0
2026-03-17 10:53:20,31.29,79.65,101071,25.24,0
2026-03-17 10:53:30,31.29,79.65,101071,25.18,0
2026-03-17 10:53:40,31.28,79.66,101071,25.31,0
2026-03-17 10:53:50,31.27,79.68,101071,25.35,1
2026-03-17 10:54:01,31.27,79.68,101071,25.32,1
2026-03-17 10:54:11,31.27,79.66,101070,25.36,1
2026-03-17 10:54:21,31.27,79.66,101070,25.38,1
2026-03-17 10:54:31,31.27,79.67,101070,25.35,1
2026-03-17 10:54:42,31.27,79.65,101070,25.33,1
2026-03-17 10:54:52,31.27,79.66,101071,25.24,1
2026-03-17 10:55:02,31.28,79.58,101071,25.27,0
2026-03-17 10:55:12,31.28,79.56,101071,25.29,0
2026-03-17 10:55:22,31.28,79.57,101071,25.35,0
2026-03-17 10:55:33,31.28,79.58,101071,25.32,0
2026-03-17 10:55:43,31.28,79.58,101071,25.44,0
2026-03-17 10:55:53,31.28,79.58,101072,25.47,0
2026-03-17 10:56:03,31.28,79.53,101072,25.47,0
2026-03-17 10:56:14,31.28,79.51,101072,25.41,0
2026-03-17 10:56:24,31.28,79.56,101072,25.49,0
2026-03-17 10:56:34,31.28,79.53,101073,25.38,0
2026-03-17 10:56:44,31.28,79.50,101073,25.49,0
2026-03-17 10:56:55,31.29,79.46,101073,25.41,0
2026-03-17 10:57:05,31.29,79.49,101073,25.52,0
2026-03-17 10:57:15,31.29,79.49,101073,25.49,0
2026-03-17 10:57:25,31.28,79.49,101073,25.52,0
2026-03-17 10:57:35,31.28,79.49,101072,25.41,0
2026-03-17 10:57:46,31.28,79.50,101073,25.49,0
2026-03-17 10:57:56,31.28,79.48,101073,25.49,0
2026-03-17 10:58:06,31.28,79.48,101074,25.52,0
2026-03-17 10:58:16,31.27,79.48,101073,25.47,0
2026-03-17 10:58:27,31.27,79.48,101073,25.38,0
2026-03-17 10:58:37,31.27,79.47,101073,25.52,0
2026-03-17 10:58:47,31.26,79.50,101074,25.58,1
2026-03-17 10:58:57,31.26,79.49,101074,25.53,1
2026-03-17 10:59:08,31.26,79.48,101074,25.53,1
2026-03-17 10:59:18,31.26,79.43,101074,25.49,1
2026-03-17 10:59:28,31.26,79.44,101074,25.58,0
2026-03-17 10:59:38,31.26,79.46,101074,25.56,0
2026-03-17 10:59:48,31.25,79.48,101075,25.56,0
2026-03-17 10:59:59,31.25,79.48,101075,25.47,0
2026-03-17 11:00:09,31.25,79.49,101075,25.61,0
2026-03-17 11:00:19,31.25,79.44,101075,25.59,0
2026-03-17 11:00:29,31.25,79.43,101075,25.52,0
2026-03-17 11:00:40,31.25,79.42,101075,25.50,0
2026-03-17 11:00:50,31.26,79.39,101075,25.59,0
2026-03-17 11:01:00,31.26,79.40,101075,25.64,0
2026-03-17 11:01:10,31.26,79.37,101075,25.66,0
2026-03-17 11:01:21,31.26,79.38,101075,25.61,0
2026-03-17 11:01:31,31.26,79.35,101076,25.64,0
2026-03-17 11:01:41,31.27,79.36,101076,25.63,0
2026-03-17 11:01:51,31.27,79.35,101076,25.66,0
2026-03-17 11:02:01,31.27,79.33,101076,25.59,0
2026-03-17 11:02:12,31.27,79.35,101076,25.53,1
